CustomIntervall;; linecount Zugang Europaviertel; linecount Bahnsteig01; linecount Bahnsteig02; linecount Bahnsteig03; linecount Bahnsteig04; linecount Bahnsteig05; linecount Bahnsteig06; linecount Bahnsteig07; linecount Bahnsteig08; Querbahnsteig; STG_QB04_Steg01; STG_Bonatz10_Steg01; STG_QB12_Steg02; STG_Bonatz13_Steg02; STG_Bonatz04; linecount Zugang Infoturm Stuttgart; linecount Zugang Schlossgarten; (AB) linecount Zugang Schlossgarten+ITS;Bahnsteige Gesamt angepasst;Steg 02 Gesamt
29.08.2023 08:00;;3281;2234;1611;1149;1102;1535;0;1187;1261;10079;0;0;0;0;2784;33;441;0;;
29.08.2023 09:00;;2179;1990;1215;754;744;1291;0;868;1428;8290;0;0;0;0;2398;48;316;0;;
29.08.2023 10:00;;1843;2042;1186;1195;1120;1537;0;800;1114;8994;0;0;0;0;2591;70;264;0;;
29.08.2023 11:00;;1866;2032;1173;948;774;1135;0;488;1533;8083;0;0;0;0;2767;160;290;0;;
29.08.2023 12:00;;2320;2424;1367;1490;1107;1145;0;1024;1277;9834;0;0;0;0;2990;88;382;0;;
29.08.2023 13:00;;2398;2309;1608;990;867;1097;0;982;1235;9088;0;0;0;0;2783;90;263;0;;
29.08.2023 14:00;;2575;2812;1907;1312;1169;1245;0;1280;1778;11503;0;0;0;0;3463;93;332;0;;
29.08.2023 15:00;;3260;3108;2386;1377;1019;1449;0;1466;1868;12673;0;0;0;0;3698;115;407;0;;
29.08.2023 16:00;;4038;3528;2947;1682;1229;1541;0;1708;2248;14883;0;0;0;0;4568;143;569;0;;
29.08.2023 17:00;;4245;3486;3249;1244;1820;1940;0;1560;2501;15800;0;0;0;0;4872;95;622;0;;
29.08.2023 18:00;;3498;3219;2357;2353;1568;1909;0;1097;1592;14095;0;0;0;0;4124;112;442;0;;
29.08.2023 19:00;;2452;2238;1558;1172;580;959;0;1411;1862;9780;0;0;0;0;3035;38;292;0;;
29.08.2023 20:00;;1831;2038;1422;595;703;1253;0;1157;1286;8454;0;0;0;0;2770;22;252;0;;
29.08.2023 21:00;;1338;1285;1071;581;463;345;0;872;997;5614;0;0;0;0;1762;6;173;0;;
29.08.2023 22:00;;834;867;664;218;286;327;0;313;637;3312;0;0;0;0;1043;2;124;0;;
29.08.2023 23:00;;594;577;438;348;304;143;0;172;273;2255;0;0;0;0;670;0;85;0;;
30.08.2023 00:00;;333;341;282;120;136;150;0;164;249;1442;0;0;0;0;442;4;60;0;;
30.08.2023 01:00;;165;118;107;21;30;85;0;17;27;405;0;0;0;0;112;0;15;0;;
30.08.2023 02:00;;89;39;6;18;42;114;0;22;13;254;0;0;0;0;48;0;13;0;;
30.08.2023 03:00;;104;58;11;10;28;51;0;19;135;312;0;0;0;0;70;2;10;0;;
30.08.2023 04:00;;240;244;161;165;52;177;0;52;154;1005;0;0;0;0;123;0;31;0;;
30.08.2023 05:00;;970;1068;894;381;297;540;0;339;281;3800;0;0;0;0;593;0;86;0;;
30.08.2023 06:00;;1949;1552;1415;858;799;796;0;1098;616;7134;0;0;0;0;1453;18;277;0;;
30.08.2023 07:00;;3546;2968;2078;1630;1187;1283;0;1498;1711;12355;0;0;0;0;2807;23;545;0;;
30.08.2023 08:00;;3263;2289;1759;1354;1889;1343;0;963;1129;10726;0;0;0;0;2793;44;529;0;;
30.08.2023 09:00;;2316;2225;1271;849;614;1343;0;906;1584;8792;0;0;0;0;2248;71;295;0;;
30.08.2023 10:00;;2545;2170;1449;1439;1365;1647;0;1225;1108;10403;0;0;0;0;2844;112;344;0;;
30.08.2023 11:00;;2463;2155;1330;1363;810;1059;0;534;1339;8590;0;0;0;0;2945;72;291;0;;
30.08.2023 12:00;;2561;2470;1502;1754;972;1073;0;1119;1383;10273;0;0;0;0;2920;71;516;0;;
30.08.2023 13:00;;2541;2404;1605;1423;853;1233;0;1047;1208;9773;0;0;0;0;2962;56;343;0;;
30.08.2023 14:00;;2617;2861;1797;1074;1268;1364;0;1243;1996;11603;0;0;0;0;4036;98;419;0;;
30.08.2023 15:00;;3632;3449;2687;1800;984;1941;0;1632;2053;14546;0;0;0;0;4712;76;490;0;;
30.08.2023 16:00;;4257;3603;3186;2121;617;1693;0;1905;1859;14984;0;0;0;0;5103;110;636;0;;
30.08.2023 17:00;;4541;3912;3435;1636;2128;2143;0;1290;2963;17507;0;0;0;0;5684;93;736;0;;
30.08.2023 18:00;;3671;3365;2370;1661;1268;1448;0;1790;1942;13844;0;0;0;0;4460;160;558;0;;
30.08.2023 19:00;;2885;2736;1786;1310;1145;844;0;1647;2151;11619;0;0;0;0;3775;62;387;0;;
30.08.2023 20:00;;2216;2026;1627;666;857;1207;0;1152;1563;9098;0;0;0;0;2888;43;286;0;;
30.08.2023 21:00;;1865;1717;1340;1456;739;604;0;1232;1095;8183;0;0;0;0;2300;95;256;0;;
30.08.2023 22:00;;1106;1022;796;223;362;349;0;504;825;4081;0;0;0;0;1396;30;176;0;;
30.08.2023 23:00;;909;902;658;666;383;288;0;207;493;3597;0;0;0;0;1194;16;127;0;;
31.08.2023 00:00;;440;405;372;149;186;176;0;177;99;1564;0;0;0;0;494;2;48;0;;
31.08.2023 01:00;;228;175;79;22;24;100;0;45;217;662;0;0;0;0;199;0;26;0;;
31.08.2023 02:00;;123;84;14;15;2;108;0;13;15;251;0;0;0;0;44;0;6;0;;
31.08.2023 03:00;;85;59;29;38;2;9;0;7;80;224;0;0;0;0;74;1;10;0;;
31.08.2023 04:00;;290;271;113;192;59;53;0;59;194;941;0;0;0;0;262;1;38;0;;
31.08.2023 05:00;;939;1163;925;369;343;495;0;308;372;3975;0;0;0;0;598;4;97;0;;
31.08.2023 06:00;;2410;1888;1583;1208;953;1038;0;886;617;8173;0;0;0;0;1603;0;300;0;;
31.08.2023 07:00;;3432;2539;1894;1921;1148;1432;0;1320;1671;11925;0;0;0;0;2818;2;565;0;;
31.08.2023 08:00;;3363;2499;1787;1310;1306;1818;0;1060;1128;10908;0;0;0;0;2729;25;472;0;;
31.08.2023 09:00;;2364;2005;1258;1027;655;1304;0;748;1918;8915;0;0;0;0;2358;57;369;0;;
31.08.2023 10:00;;2575;2385;1357;1459;1315;1930;0;1407;1499;11352;0;0;0;0;3096;101;352;0;;
31.08.2023 11:00;;2496;2253;1425;1409;772;1029;0;1029;1449;9366;0;0;0;0;3067;68;389;0;;
31.08.2023 12:00;;2851;2578;1667;1606;1051;1141;0;1382;1292;10717;0;0;0;0;3253;94;452;0;;
31.08.2023 13:00;;2866;2734;1884;1345;856;964;0;1230;1959;10972;0;0;0;0;3846;75;431;0;;
31.08.2023 14:00;;3123;3137;2110;1889;1561;1515;0;1452;2145;13809;0;0;0;0;4143;122;432;0;;
31.08.2023 15:00;;3559;3410;2638;1477;1406;1585;0;1585;2236;14337;0;0;0;0;4615;89;513;0;;
31.08.2023 16:00;;4614;4016;3400;2000;830;1842;0;2212;2331;16631;0;0;0;0;5457;88;639;0;;
31.08.2023 17:00;;4781;3996;3361;2709;2310;2338;0;1846;3435;19995;0;0;0;0;6080;130;682;0;;
31.08.2023 18:00;;3724;3644;2488;2158;1289;1444;0;1537;1899;14459;0;0;0;0;4884;99;514;0;;
31.08.2023 19:00;;2843;2530;1818;1319;620;1031;0;1133;2268;10719;0;0;0;0;3921;44;429;0;;
31.08.2023 20:00;;2285;2246;1532;1276;1193;1282;0;1630;1093;10252;0;0;0;0;2938;12;259;0;;
31.08.2023 21:00;;1827;1607;1209;1412;791;643;0;1023;1386;8071;0;0;0;0;2346;6;253;0;;
31.08.2023 22:00;;1358;1288;905;517;489;608;0;490;1271;5568;0;0;0;0;1849;8;154;0;;
31.08.2023 23:00;;925;871;698;430;358;511;0;285;606;3759;0;0;0;0;1352;0;134;0;;
01.09.2023 00:00;;545;469;451;130;131;199;0;133;173;1686;0;0;0;0;703;4;56;0;;
01.09.2023 01:00;;270;125;137;23;20;108;0;31;197;641;0;0;0;0;311;0;21;0;;
01.09.2023 02:00;;134;49;94;22;28;144;0;11;24;372;0;0;0;0;87;0;4;0;;
01.09.2023 03:00;;84;69;15;14;22;25;0;13;165;323;0;0;0;0;167;6;23;0;;
01.09.2023 04:00;;270;245;142;227;102;87;0;55;142;1000;0;0;0;0;196;4;33;0;;
01.09.2023 05:00;;1047;1171;861;417;429;416;0;363;320;3977;0;0;0;0;643;2;96;0;;
01.09.2023 06:00;;1927;1659;1286;1024;1514;1111;0;807;826;8227;0;0;0;0;1536;8;280;0;;
01.09.2023 07:00;;2673;2422;1754;1459;1040;1366;0;1210;1700;10951;0;0;0;0;2724;4;417;0;;
01.09.2023 08:00;;2285;2129;1485;1486;1248;1564;0;725;995;9632;0;0;0;0;2655;26;316;0;;
01.09.2023 09:00;;2106;2170;1215;1469;1176;1895;0;1380;2041;11346;0;0;0;0;2929;36;272;0;;
01.09.2023 10:00;;2352;2212;1218;1583;1579;2063;0;1237;1214;11106;0;0;0;0;3017;72;271;0;;
01.09.2023 11:00;;2375;2257;1397;1079;1039;1292;0;543;1858;9465;0;0;0;0;3005;65;274;0;;
01.09.2023 12:00;;3027;2885;1830;2187;1660;1506;0;1652;1705;13425;0;0;0;0;3967;88;421;0;;
01.09.2023 13:00;;3114;3110;2015;1567;1349;1381;0;1478;1912;12812;0;0;0;0;3983;103;435;0;;
01.09.2023 14:00;;3540;3528;2442;2170;2102;1979;0;1562;2333;16116;0;0;0;0;4366;96;496;0;;
01.09.2023 15:00;;3790;3365;2720;1580;1792;1612;0;1689;2857;15615;0;0;0;0;4704;106;521;0;;
01.09.2023 16:00;;4215;3862;2768;1932;1098;2078;0;2049;2680;16467;0;0;0;0;5293;114;651;0;;
01.09.2023 17:00;;4095;3417;2957;1875;2054;2165;0;1542;2908;16918;0;0;0;0;5600;72;625;0;;
01.09.2023 18:00;;3860;3709;2506;2265;1419;1567;0;1776;2237;15479;0;0;0;0;5109;88;513;0;;
01.09.2023 19:00;;3010;2936;2037;1463;396;1170;0;1756;2001;11759;0;0;0;0;4165;36;333;0;;
01.09.2023 20:00;;2548;2390;1902;1419;875;1494;0;1525;1198;10803;0;0;0;0;3555;6;346;0;;
01.09.2023 21:00;;2067;1904;1577;1292;808;866;0;1184;1900;9531;0;0;0;0;2854;0;295;0;;
01.09.2023 22:00;;1856;1654;1351;959;790;942;0;697;1230;7623;0;0;0;0;2489;4;224;0;;
01.09.2023 23:00;;1272;1198;1098;423;772;309;0;431;618;4849;0;0;0;0;1742;8;118;0;;
02.09.2023 00:00;;826;865;816;471;284;361;0;179;164;3140;0;0;0;0;1421;0;112;0;;
02.09.2023 01:00;;710;573;676;410;140;64;0;28;380;2271;0;0;0;0;1002;4;64;0;;
02.09.2023 02:00;;530;483;557;400;34;37;0;174;148;1833;0;0;0;0;708;0;18;0;;
02.09.2023 03:00;;324;392;449;347;26;36;0;191;64;1505;0;0;0;0;779;3;12;0;;
02.09.2023 04:00;;480;450;475;179;40;194;0;123;427;1888;0;0;0;0;661;7;34;0;;
02.09.2023 05:00;;760;714;583;214;474;412;0;328;63;2788;0;0;0;0;691;14;63;0;;
02.09.2023 06:00;;1039;1017;657;465;844;866;0;586;292;4727;0;0;0;0;1037;8;115;0;;
02.09.2023 07:00;;1087;1181;708;744;468;873;0;750;1113;5837;0;0;0;0;1224;18;138;0;;
02.09.2023 08:00;;1462;1541;929;931;1004;1323;0;1213;1692;8633;0;0;0;0;1888;46;213;0;;
02.09.2023 09:00;;2036;2024;1174;862;1130;1221;0;1238;2182;9831;0;0;0;0;2686;56;371;0;;
02.09.2023 10:00;;2835;2854;1771;1814;2169;1999;0;1354;1898;13859;0;0;0;0;3699;178;441;0;;
02.09.2023 11:00;;3097;3013;1925;1987;1629;1464;0;1263;2526;13807;0;0;0;0;4486;176;582;0;;
02.09.2023 12:00;;3418;3536;2849;1780;1939;1846;0;1336;1717;15003;0;0;0;0;4943;178;617;0;;
02.09.2023 13:00;;3635;4431;4210;2820;1209;1594;0;1858;2079;18201;0;0;0;0;5113;146;656;0;;
02.09.2023 14:00;;3631;3739;3355;2082;2441;1499;0;1590;2485;17191;0;0;0;0;5222;143;638;0;;
02.09.2023 15:00;;3380;3163;2476;1367;1300;1850;0;1359;2036;13551;0;0;0;0;4881;160;508;0;;
02.09.2023 16:00;;3529;2953;2396;1985;925;1552;0;1881;1981;13673;0;0;0;0;5585;111;462;0;;
02.09.2023 17:00;;3593;3318;2568;1856;1663;1827;0;1351;2678;15261;0;0;0;0;5378;162;602;0;;
02.09.2023 18:00;;4808;5310;4878;4176;2799;2210;0;1378;2138;22889;0;0;0;0;6955;68;692;0;;
02.09.2023 19:00;;3523;3751;2904;1886;2220;1347;0;1297;2327;15732;0;0;0;0;5611;79;608;0;;
02.09.2023 20:00;;3059;3245;2558;1566;1127;1805;0;1676;1790;13767;0;0;0;0;4871;23;439;0;;
02.09.2023 21:00;;2538;2263;2209;1342;825;974;0;1518;1771;10902;0;0;0;0;3728;72;316;0;;
02.09.2023 22:00;;1935;1941;1642;1005;765;1013;0;574;1120;8060;0;0;0;0;3287;117;271;0;;
02.09.2023 23:00;;1462;1522;1191;1033;773;637;0;93;688;5937;0;0;0;0;2544;46;158;0;;
03.09.2023 00:00;;1210;1327;1148;563;528;448;0;79;168;4261;0;0;0;0;1870;40;123;0;;
03.09.2023 01:00;;840;876;1085;310;174;136;0;26;288;2895;0;0;0;0;1375;62;79;0;;
03.09.2023 02:00;;646;597;826;183;254;200;0;83;49;2192;0;0;0;0;1082;99;36;0;;
03.09.2023 03:00;;564;484;735;144;334;468;0;125;191;2481;0;0;0;0;1115;0;31;0;;
03.09.2023 04:00;;611;467;657;164;232;178;0;136;204;2038;0;0;0;0;824;6;54;0;;
03.09.2023 05:00;;646;606;569;308;471;278;0;429;198;2859;0;0;0;0;794;0;45;0;;
03.09.2023 06:00;;679;535;424;203;329;390;0;366;206;2453;0;0;0;0;618;2;49;0;;
03.09.2023 07:00;;881;761;394;706;477;656;0;338;911;4243;0;0;0;0;859;12;123;0;;
03.09.2023 08:00;;1221;1172;547;575;1053;857;0;409;1005;5618;0;0;0;0;1142;30;171;0;;
03.09.2023 09:00;;1480;1477;786;617;838;947;0;819;1410;6894;0;0;0;0;1680;117;269;0;;
03.09.2023 10:00;;1938;2026;1062;926;1128;1723;0;1067;1733;9665;0;0;0;0;2265;132;317;0;;
03.09.2023 11:00;;1937;1861;1076;1149;1115;1342;0;740;1826;9109;0;0;0;0;2606;127;465;0;;
03.09.2023 12:00;;2198;2461;1340;1485;1453;1423;0;1291;1589;11042;0;0;0;0;2938;142;548;0;;
03.09.2023 13:00;;2296;2547;1394;1435;1053;1298;0;1417;1544;10688;0;0;0;0;3390;143;533;0;;
03.09.2023 14:00;;2673;2839;1669;1247;2072;1335;0;1515;2029;12706;0;0;0;0;3417;201;571;0;;
03.09.2023 15:00;;2703;2926;1806;1803;1535;1664;0;1552;2460;13746;0;0;0;0;3808;93;593;0;;
03.09.2023 16:00;;2407;2525;1578;1490;343;2002;0;1600;2234;11772;0;0;0;0;3471;152;564;0;;
03.09.2023 17:00;;2852;2657;1733;1388;1865;2146;0;1853;3117;14759;0;0;0;0;4131;164;745;0;;
03.09.2023 18:00;;2591;2785;1617;2216;1379;1657;0;1142;2018;12814;0;0;0;0;3726;49;533;0;;
03.09.2023 19:00;;2369;2654;1394;1303;1160;1332;0;1614;2332;11789;0;0;0;0;3523;49;452;0;;
03.09.2023 20:00;;2041;2157;1250;1139;1182;1997;0;1278;1208;10211;0;0;0;0;2945;10;385;0;;
03.09.2023 21:00;;1792;1735;1197;1516;625;833;0;1725;1609;9240;0;0;0;0;2581;2;328;0;;
03.09.2023 22:00;;1111;1099;752;517;988;899;0;552;613;5420;0;0;0;0;1490;4;168;0;;
03.09.2023 23:00;;855;752;561;486;208;708;0;188;875;3778;0;0;0;0;1066;2;128;0;;
04.09.2023 00:00;;386;344;276;75;174;297;0;91;210;1467;0;0;0;0;459;0;64;0;;
04.09.2023 01:00;;148;109;66;23;51;171;0;34;35;489;0;0;0;0;126;0;22;0;;
04.09.2023 02:00;;123;61;12;14;10;187;0;15;14;313;0;0;0;0;94;0;6;0;;
04.09.2023 03:00;;80;65;14;7;6;16;0;9;120;237;0;0;0;0;96;2;20;0;;
04.09.2023 04:00;;316;295;154;89;93;180;0;68;230;1109;0;0;0;0;217;0;36;0;;
04.09.2023 05:00;;980;1188;951;352;455;424;0;374;410;4154;0;0;0;0;775;0;98;0;;
04.09.2023 06:00;;2356;2038;1632;1273;1211;825;0;1311;873;9163;0;0;0;0;1820;4;310;0;;
04.09.2023 07:00;;3754;2800;2141;1822;1881;1357;0;1210;1914;13125;0;0;0;0;3387;13;563;0;;
04.09.2023 08:00;;3788;2952;1840;1337;1481;1956;0;1137;1741;12444;0;0;0;0;3400;34;524;0;;
04.09.2023 09:00;;2420;1982;1202;929;913;1447;0;1136;1755;9364;0;0;0;0;2561;69;321;0;;
04.09.2023 10:00;;2214;2029;1273;1436;1218;1475;0;1022;1730;10183;0;0;0;0;2541;117;285;0;;
04.09.2023 11:00;;2501;2387;1454;1387;1016;1893;0;799;1765;10701;0;0;0;0;3289;121;380;0;;
04.09.2023 12:00;;2514;2407;1743;1251;1092;1255;0;1081;1371;10200;0;0;0;0;3112;68;407;0;;
04.09.2023 13:00;;2518;2407;1855;1766;1230;840;0;797;1484;10379;0;0;0;0;3264;156;371;0;;
04.09.2023 14:00;;3000;2783;2080;1493;1432;1376;0;1367;2134;12665;0;0;0;0;3926;116;421;0;;
04.09.2023 15:00;;3414;3046;2472;1441;1274;1468;0;1079;2213;12993;0;0;0;0;4165;86;434;0;;
04.09.2023 16:00;;4303;3654;3049;1914;844;1693;0;1665;2422;15241;0;0;0;0;5233;126;621;0;;
04.09.2023 17:00;;4369;3863;3257;1540;1932;1932;0;1321;2993;16838;0;0;0;0;5335;99;652;0;;
04.09.2023 18:00;;3338;3193;2346;1969;1530;1296;0;1845;1583;13762;0;0;0;0;4141;57;438;0;;
04.09.2023 19:00;;2602;2570;1778;1232;668;1364;0;1654;2482;11748;0;0;0;0;3804;28;383;0;;
04.09.2023 20:00;;2008;1922;1456;760;984;1343;0;1053;1379;8897;0;0;0;0;2612;18;295;0;;
04.09.2023 21:00;;1508;1503;1106;820;651;520;0;1058;1506;7164;0;0;0;0;2109;9;279;0;;
04.09.2023 22:00;;1061;1001;768;612;291;336;0;309;755;4072;0;0;0;0;1302;0;181;0;;
04.09.2023 23:00;;660;604;577;350;339;311;0;188;419;2788;0;0;0;0;828;2;89;0;;
05.09.2023 00:00;;418;364;342;306;261;164;0;152;280;1869;0;0;0;0;447;0;74;0;;
05.09.2023 01:00;;166;99;110;74;41;40;0;21;78;463;0;0;0;0;151;11;19;0;;
05.09.2023 02:00;;112;63;5;90;23;55;0;11;22;269;0;0;0;0;89;0;14;0;;
05.09.2023 03:00;;156;65;22;197;25;18;0;25;54;406;0;0;0;0;98;0;24;0;;
05.09.2023 04:00;;295;286;97;83;136;212;0;64;214;1092;0;0;0;0;167;2;44;0;;
05.09.2023 05:00;;949;1090;972;449;311;393;0;316;300;3831;0;0;0;0;656;2;104;0;;
05.09.2023 06:00;;2331;2009;1713;966;1132;887;0;1123;800;8630;0;0;0;0;1955;4;377;0;;
05.09.2023 07:00;;4049;3025;2546;1786;1113;1487;0;993;1795;12745;0;0;0;0;3301;10;602;0;;
05.09.2023 08:00;;3791;2926;2210;1287;1194;1987;0;1210;1542;12356;0;0;0;0;3292;33;515;0;;
05.09.2023 09:00;;2408;2022;1464;795;949;1231;0;1261;1726;9448;0;0;0;0;2795;42;345;0;;
05.09.2023 10:00;;2173;1966;1278;1045;1282;1432;0;984;1143;9130;0;0;0;0;2448;58;296;0;;
05.09.2023 11:00;;2137;2133;1328;898;725;1184;0;626;1643;8537;0;0;0;0;2895;79;326;0;;
05.09.2023 12:00;;2476;2418;1662;1586;1049;1107;0;1253;1663;10738;0;0;0;0;3191;53;449;0;;
05.09.2023 13:00;;2304;2353;1726;1044;864;1052;0;682;1608;9329;0;0;0;0;2996;64;338;0;;
05.09.2023 14:00;;2799;2655;2036;1814;1426;1341;0;1393;1964;12629;0;0;0;0;3669;66;371;0;;
05.09.2023 15:00;;3367;3042;2797;1212;1002;1331;0;1547;2293;13224;0;0;0;0;4093;63;369;0;;
05.09.2023 16:00;;4703;3923;3212;2500;885;1716;0;1747;2142;16125;0;0;0;0;5413;70;647;0;;
05.09.2023 17:00;;4558;3971;3279;1791;2183;1559;0;1768;2744;17295;0;0;0;0;5797;76;786;0;;
05.09.2023 18:00;;3590;3500;2498;2100;1167;1388;0;1613;1971;14237;0;0;0;0;4702;66;584;0;;
05.09.2023 19:00;;2457;2493;1804;1160;643;885;0;1255;1775;10015;0;0;0;0;3544;32;409;0;;
05.09.2023 20:00;;2144;1998;1545;712;848;1219;0;1103;1243;8668;0;0;0;0;3046;6;317;0;;
05.09.2023 21:00;;1697;1621;1243;916;542;700;0;1045;1058;7125;0;0;0;0;2342;12;300;0;;
05.09.2023 22:00;;1041;1009;887;371;394;378;0;395;743;4177;0;0;0;0;1388;4;153;0;;
05.09.2023 23:00;;823;773;606;417;418;252;0;306;540;3312;0;0;0;0;969;6;113;0;;
06.09.2023 00:00;;454;361;323;206;173;161;0;131;272;1627;0;0;0;0;503;2;78;0;;
06.09.2023 01:00;;70;55;106;76;11;31;0;7;64;350;0;0;0;0;112;2;20;0;;
06.09.2023 02:00;;87;57;34;91;23;54;0;17;44;320;0;0;0;0;49;2;3;0;;
06.09.2023 03:00;;160;85;24;16;9;13;0;37;133;317;0;0;0;0;91;0;6;0;;
06.09.2023 04:00;;256;241;144;99;64;149;0;67;178;942;0;0;0;0;144;0;27;0;;
06.09.2023 05:00;;903;1023;859;254;238;335;0;391;258;3358;0;0;0;0;604;4;90;0;;
06.09.2023 06:00;;2200;2114;1691;995;1138;902;0;1146;664;8650;0;0;0;0;1694;0;309;0;;
06.09.2023 07:00;;3935;3045;2326;1849;1604;1878;0;1726;1718;14146;0;0;0;0;3330;16;614;0;;
06.09.2023 08:00;;3909;2763;1859;1320;1340;1841;0;1230;1408;11761;0;0;0;0;3295;18;532;0;;
06.09.2023 09:00;;2454;2216;1407;860;619;1274;0;1438;1650;9464;0;0;0;0;2712;33;430;0;;
06.09.2023 10:00;;2275;2307;1384;1003;1034;1478;0;1157;1318;9681;0;0;0;0;2783;72;312;0;;
06.09.2023 11:00;;2289;2229;1465;1291;1496;1317;0;938;1873;10609;0;0;0;0;3401;81;323;0;;
06.09.2023 12:00;;2504;2582;1645;1254;1174;1236;0;1191;1250;10332;0;0;0;0;3110;88;460;0;;
06.09.2023 13:00;;2616;2601;1793;1480;1155;1136;0;894;1709;10768;0;0;0;0;3240;55;364;0;;
06.09.2023 14:00;;2980;2678;1951;1810;1112;1746;0;927;1755;11979;0;0;0;0;3552;90;408;0;;
06.09.2023 15:00;;3520;2868;2601;1490;887;1539;0;1162;2297;12844;0;0;0;0;4351;183;551;0;;
06.09.2023 16:00;;4702;4071;3320;2862;1126;2177;0;1827;2623;18006;0;0;0;0;5760;124;778;0;;
06.09.2023 17:00;;4756;3872;3381;2260;2324;1866;0;2109;3153;18965;0;0;0;0;5966;116;795;0;;
06.09.2023 18:00;;3806;3848;2738;2430;1325;1734;0;1377;2337;15789;0;0;0;0;5165;101;618;0;;
06.09.2023 19:00;;2644;2640;1842;1877;738;930;0;1489;1887;11403;0;0;0;0;3767;78;438;0;;
06.09.2023 20:00;;2409;2241;1679;737;915;1278;0;1658;1603;10111;0;0;0;0;3397;57;322;0;;
06.09.2023 21:00;;1790;1583;1350;893;587;732;0;995;1681;7821;0;0;0;0;2374;8;216;0;;
06.09.2023 22:00;;1143;1124;948;595;423;461;0;415;539;4505;0;0;0;0;1613;2;152;0;;
06.09.2023 23:00;;1019;870;733;928;265;419;0;359;714;4288;0;0;0;0;1189;0;124;0;;
07.09.2023 00:00;;454;439;328;206;128;148;0;131;134;1514;0;0;0;0;494;5;50;0;;
07.09.2023 01:00;;268;197;107;124;22;68;0;8;277;803;0;0;0;0;184;1;29;0;;
07.09.2023 02:00;;107;63;18;121;8;30;0;9;12;261;0;0;0;0;55;2;6;0;;
07.09.2023 03:00;;84;63;8;9;15;20;0;9;103;227;0;0;0;0;60;0;8;0;;
07.09.2023 04:00;;335;321;111;103;94;189;0;76;220;1114;0;0;0;0;236;2;21;0;;
07.09.2023 05:00;;949;1110;904;298;314;334;0;429;312;3701;0;0;0;0;650;2;95;0;;
07.09.2023 06:00;;2102;1857;1522;907;982;888;0;846;969;7971;0;0;0;0;1792;14;309;0;;
07.09.2023 07:00;;3892;2956;2041;1707;1323;1871;0;1457;1929;13284;0;0;0;0;3413;38;631;0;;
07.09.2023 08:00;;3726;2528;1843;1360;1462;1904;0;1143;1382;11622;0;0;0;0;2991;46;541;0;;
07.09.2023 09:00;;2478;2241;1399;1221;619;1366;0;880;1956;9682;0;0;0;0;2612;67;350;0;;
07.09.2023 10:00;;2403;2275;1268;1369;1393;1687;0;1373;1733;11098;0;0;0;0;2696;100;341;0;;
07.09.2023 11:00;;2246;2143;1420;1051;1054;1149;0;722;1737;9276;0;0;0;0;2987;104;366;0;;
07.09.2023 12:00;;2739;2632;1550;1132;1169;1150;0;1370;2023;11026;0;0;0;0;3411;98;447;0;;
07.09.2023 13:00;;2909;2953;1948;2069;1420;1029;0;1813;2293;13525;0;0;0;0;3591;118;439;0;;
07.09.2023 14:00;;3274;3154;2086;1782;1417;1665;0;1300;2464;13868;0;0;0;0;4219;170;507;0;;
07.09.2023 15:00;;3979;3583;2667;2224;1801;1680;0;1904;2884;16743;0;0;0;0;5123;125;542;0;;
07.09.2023 16:00;;4583;4270;3173;2199;1574;2279;0;2198;2770;18463;0;0;0;0;5489;66;698;0;;
07.09.2023 17:00;;4896;4209;3694;1617;2457;2703;0;2234;3639;20553;0;0;0;0;5897;81;822;0;;
07.09.2023 18:00;;3723;3705;2643;2003;2221;1951;0;1739;1993;16255;0;0;0;0;5123;142;573;0;;
07.09.2023 19:00;;3161;3220;1950;1487;885;1002;0;2002;2781;13327;0;0;0;0;4121;22;501;0;;
07.09.2023 20:00;;2247;2087;1570;716;890;1507;0;1230;1328;9328;0;0;0;0;3154;13;305;0;;
07.09.2023 21:00;;2058;1745;1510;1213;729;745;0;1385;1698;9025;0;0;0;0;2709;15;298;0;;
07.09.2023 22:00;;1198;1296;975;654;432;292;0;479;590;4718;0;0;0;0;1726;1;175;0;;
07.09.2023 23:00;;1308;1177;805;922;402;293;0;467;1186;5252;0;0;0;0;1730;0;142;0;;
08.09.2023 00:00;;671;609;489;128;273;273;0;161;253;2186;0;0;0;0;855;2;75;0;;
08.09.2023 01:00;;323;251;192;57;40;59;0;25;214;838;0;0;0;0;274;0;12;0;;
08.09.2023 02:00;;83;70;27;64;16;37;0;16;37;267;0;0;0;0;57;0;7;0;;
08.09.2023 03:00;;93;77;6;52;28;26;0;22;63;274;0;0;0;0;79;3;9;0;;
08.09.2023 04:00;;359;319;142;93;250;220;0;79;306;1409;0;0;0;0;278;3;38;0;;
08.09.2023 05:00;;967;1059;818;334;482;406;0;384;275;3758;0;0;0;0;656;7;89;0;;
08.09.2023 06:00;;1770;1668;1344;758;907;818;0;870;640;7005;0;0;0;0;1519;1;251;0;;
08.09.2023 07:00;;2882;2260;2047;1496;851;1956;0;557;1585;10752;0;0;0;0;2318;18;402;0;;
08.09.2023 08:00;;2855;2449;1585;1190;1083;1897;0;1367;1349;10920;0;0;0;0;2886;22;439;0;;
08.09.2023 09:00;;2439;2385;1347;981;1157;1339;0;1334;1622;10165;0;0;0;0;2251;102;304;0;;
