CustomIntervall;; linecount Zugang Europaviertel; linecount Bahnsteig01; linecount Bahnsteig02; linecount Bahnsteig03; linecount Bahnsteig04; linecount Bahnsteig05; linecount Bahnsteig06; linecount Bahnsteig07; linecount Bahnsteig08; Querbahnsteig; STG_QB04_Steg01; STG_Bonatz10_Steg01; STG_QB12_Steg02; STG_Bonatz13_Steg02; STG_Bonatz04; linecount Zugang Infoturm Stuttgart; linecount Zugang Schlossgarten; (AB) linecount Zugang Schlossgarten+ITS;Bahnsteige Gesamt angepasst;Steg 02 Gesamt
08.05.2023 03:00;;79;38;9;25;29;20;0;19;83;223;0;0;0;0;47;0;3;0;;
08.05.2023 04:00;;196;55;56;72;34;143;0;38;162;560;0;0;0;0;124;0;14;0;;
08.05.2023 05:00;;570;120;169;216;173;414;0;318;320;1730;0;0;0;0;452;0;80;0;;
08.05.2023 06:00;;1799;919;631;611;1094;1094;0;851;847;6047;0;0;0;0;1824;10;256;0;;
08.05.2023 07:00;;2934;1106;1030;1198;901;1457;0;1265;1592;8549;0;0;0;0;3004;18;473;0;;
08.05.2023 08:00;;2874;1344;1555;878;1160;1721;0;1363;1396;9417;0;0;0;0;3110;22;423;0;;
08.05.2023 09:00;;1959;1308;899;1026;1108;1264;0;756;1665;8026;0;0;0;0;2528;65;263;0;;
08.05.2023 10:00;;1939;1265;897;1217;1309;1471;0;504;1567;8230;0;0;0;0;2087;61;254;0;;
08.05.2023 11:00;;1840;1545;844;553;430;1371;0;684;1692;7119;0;0;0;0;2278;78;255;0;;
08.05.2023 12:00;;2092;1210;1346;1272;797;1191;0;961;1131;7908;0;0;0;0;2293;72;265;0;;
08.05.2023 13:00;;1989;1465;1039;1170;1264;1066;0;941;1220;8165;0;0;0;0;2539;58;270;0;;
08.05.2023 14:00;;2342;1482;848;1391;977;1478;0;973;1337;8486;0;0;0;0;2619;74;236;0;;
08.05.2023 15:00;;2155;1190;1005;479;872;1220;0;1166;1648;7580;0;0;0;0;2592;106;284;0;;
08.05.2023 16:00;;2941;1535;939;1739;1176;1873;0;1596;1901;10759;0;0;0;0;4002;101;430;0;;
08.05.2023 17:00;;2509;1606;1296;973;522;1517;0;1058;1988;8960;0;0;0;0;3267;137;396;0;;
08.05.2023 18:00;;2059;995;1142;633;1137;1293;0;937;1619;7756;0;0;0;0;2677;89;327;0;;
08.05.2023 19:00;;1815;1132;741;287;943;1200;0;1474;1752;7529;0;0;0;0;2113;48;236;0;;
08.05.2023 20:00;;1155;699;575;293;892;559;0;680;772;4470;0;0;0;0;1472;77;182;0;;
08.05.2023 21:00;;1099;581;445;839;495;415;0;679;889;4343;0;0;0;0;1168;24;160;0;;
08.05.2023 22:00;;847;387;375;395;406;408;0;337;1014;3322;0;0;0;0;1003;3;113;0;;
08.05.2023 23:00;;921;591;568;562;196;501;0;137;302;2857;0;0;0;0;918;10;79;0;;
09.05.2023 00:00;;305;200;154;135;72;108;0;84;93;846;0;0;0;0;246;0;27;0;;
09.05.2023 01:00;;216;112;38;48;5;123;0;17;188;531;0;0;0;0;168;4;18;0;;
09.05.2023 02:00;;63;20;7;18;5;75;0;8;13;146;0;0;0;0;43;0;9;0;;
09.05.2023 03:00;;62;12;5;11;8;3;0;8;93;140;0;0;0;0;33;0;8;0;;
09.05.2023 04:00;;171;39;57;48;33;125;0;52;124;478;0;0;0;0;111;0;8;0;;
09.05.2023 05:00;;515;95;184;235;59;392;0;222;270;1457;0;0;0;0;481;0;64;0;;
09.05.2023 06:00;;1695;730;646;684;913;716;0;802;887;5378;0;0;0;0;1735;6;312;0;;
09.05.2023 07:00;;3076;827;957;1228;546;1202;0;1313;1752;7825;0;0;0;0;3182;26;480;0;;
09.05.2023 08:00;;3088;1246;820;1273;918;1806;0;1079;1314;8456;0;0;0;0;2906;19;517;0;;
09.05.2023 09:00;;2045;805;851;860;843;838;0;704;1749;6650;0;0;0;0;2202;28;365;0;;
09.05.2023 10:00;;1717;878;333;644;1009;1327;0;387;1149;5727;0;0;0;0;1789;35;186;0;;
09.05.2023 11:00;;1775;1072;1100;736;477;1142;0;539;1397;6463;0;0;0;0;2094;52;430;0;;
09.05.2023 12:00;;1900;1284;789;975;835;1070;0;985;797;6735;0;0;0;0;2114;51;327;0;;
09.05.2023 13:00;;1842;1070;936;847;811;856;0;736;1160;6416;0;0;0;0;2323;53;296;0;;
09.05.2023 14:00;;2102;1285;733;982;988;1357;0;834;1322;7501;0;0;0;0;2391;51;287;0;;
09.05.2023 15:00;;2185;1395;1003;539;983;1245;0;1147;1719;8031;0;0;0;0;2922;108;352;0;;
09.05.2023 16:00;;3347;1590;1621;700;999;1751;0;1428;1996;10085;0;0;0;0;3944;85;589;0;;
09.05.2023 17:00;;3323;1594;1471;1752;882;1744;0;1712;2525;11680;0;0;0;0;4017;68;554;0;;
09.05.2023 18:00;;2229;1110;1109;1140;1166;1255;0;1165;1612;8557;0;0;0;0;2829;47;367;0;;
09.05.2023 19:00;;1645;844;519;1008;853;643;0;973;1012;5852;0;0;0;0;2037;40;271;0;;
09.05.2023 20:00;;1399;760;345;1039;747;577;0;905;1073;5446;0;0;0;0;1802;22;203;0;;
09.05.2023 21:00;;1108;414;402;298;438;483;0;822;1510;4367;0;0;0;0;1469;0;137;0;;
09.05.2023 22:00;;560;191;63;210;411;345;0;167;579;1966;0;0;0;0;809;0;71;0;;
09.05.2023 23:00;;399;104;17;150;285;323;0;127;279;1285;0;0;0;0;514;0;48;0;;
10.05.2023 00:00;;167;57;25;21;94;145;0;47;151;540;0;0;0;0;157;0;21;0;;
10.05.2023 01:00;;130;81;9;15;9;72;0;9;52;247;0;0;0;0;55;0;2;0;;
10.05.2023 02:00;;72;23;12;25;35;92;0;7;16;210;0;0;0;0;38;2;9;0;;
10.05.2023 03:00;;49;25;21;58;14;11;0;3;12;144;0;0;0;0;32;0;0;0;;
10.05.2023 04:00;;197;59;53;57;28;139;0;35;69;440;0;0;0;0;99;2;12;0;;
10.05.2023 05:00;;516;136;144;218;70;380;0;206;286;1440;0;0;0;0;414;2;54;0;;
10.05.2023 06:00;;1561;513;437;499;972;641;0;752;551;4365;0;0;0;0;1446;0;238;0;;
10.05.2023 07:00;;2981;1083;951;1055;790;1086;0;1245;2033;8243;0;0;0;0;2834;10;526;0;;
10.05.2023 08:00;;2909;1557;1205;926;689;1720;0;1089;1450;8636;0;0;0;0;2595;14;415;0;;
10.05.2023 09:00;;1948;945;816;961;700;800;0;581;1461;6264;0;0;0;0;2256;106;247;0;;
10.05.2023 10:00;;1787;1036;438;928;1091;1147;0;527;1066;6233;0;0;0;0;1742;118;233;0;;
10.05.2023 11:00;;1766;959;857;418;409;1134;0;672;1552;6001;0;0;0;0;2066;92;244;0;;
10.05.2023 12:00;;2014;1306;868;919;737;1097;0;1067;808;6802;0;0;0;0;2054;45;303;0;;
10.05.2023 13:00;;1879;1098;995;891;1156;1206;0;735;1129;7210;0;0;0;0;2347;64;246;0;;
10.05.2023 14:00;;1871;1164;843;1004;1005;1382;0;886;1093;7377;0;0;0;0;2380;99;284;0;;
10.05.2023 15:00;;2319;1107;1209;995;945;1082;0;1286;1611;8235;0;0;0;0;2696;78;313;0;;
10.05.2023 16:00;;3397;1457;1530;789;925;2588;0;1311;1977;10577;0;0;0;0;3925;98;495;0;;
10.05.2023 17:00;;3439;1842;1549;1354;930;1954;0;1700;1855;11184;0;0;0;0;4308;112;627;0;;
10.05.2023 18:00;;2574;1236;1520;1340;893;1333;0;1308;2165;9795;0;0;0;0;3114;123;438;0;;
10.05.2023 19:00;;1751;866;662;539;987;1090;0;1581;1552;7277;0;0;0;0;2216;82;263;0;;
10.05.2023 20:00;;1296;676;329;828;665;656;0;865;806;4825;0;0;0;0;1447;69;206;0;;
10.05.2023 21:00;;1115;486;302;454;427;343;0;528;1247;3787;0;0;0;0;1362;18;174;0;;
10.05.2023 22:00;;714;214;87;196;440;441;0;276;690;2344;0;0;0;0;817;0;92;0;;
10.05.2023 23:00;;440;88;26;166;278;261;0;148;93;1060;0;0;0;0;455;6;50;0;;
11.05.2023 00:00;;411;99;13;22;165;209;0;52;420;980;0;0;0;0;387;12;38;0;;
11.05.2023 01:00;;73;40;16;22;13;78;0;12;4;185;0;0;0;0;45;12;15;0;;
11.05.2023 02:00;;73;32;10;19;2;96;0;4;3;166;0;0;0;0;42;0;6;0;;
11.05.2023 03:00;;55;14;7;80;3;20;0;11;7;142;0;0;0;0;43;0;0;0;;
11.05.2023 04:00;;168;18;52;35;20;143;0;35;92;395;0;0;0;0;137;2;19;0;;
11.05.2023 05:00;;504;135;110;222;127;385;0;169;314;1462;0;0;0;0;424;6;54;0;;
11.05.2023 06:00;;1660;661;520;464;1057;757;0;635;873;4967;0;0;0;0;1541;4;262;0;;
11.05.2023 07:00;;2837;876;807;1213;837;1430;0;1354;1503;8020;0;0;0;0;2821;8;514;0;;
11.05.2023 08:00;;2858;1170;1364;1229;900;1728;0;1295;1593;9279;0;0;0;0;2872;37;551;0;;
11.05.2023 09:00;;2153;1270;763;1047;753;756;0;543;1509;6641;0;0;0;0;2638;99;357;0;;
11.05.2023 10:00;;1862;1245;506;555;807;1401;0;652;1201;6367;0;0;0;0;2190;118;350;0;;
11.05.2023 11:00;;1590;897;702;605;405;1061;0;914;1641;6225;0;0;0;0;2207;62;256;0;;
11.05.2023 12:00;;1781;1125;751;483;880;1168;0;955;742;6104;0;0;0;0;2275;79;303;0;;
11.05.2023 13:00;;2224;1245;959;1511;999;1073;0;1059;1252;8098;0;0;0;0;2547;79;384;0;;
11.05.2023 14:00;;2370;1576;994;1098;1014;1683;0;804;1502;8671;0;0;0;0;2774;89;364;0;;
11.05.2023 15:00;;2549;1211;1622;574;1090;1522;0;1230;1798;9047;0;0;0;0;3097;88;448;0;;
11.05.2023 16:00;;3256;1479;1712;1290;1072;1990;0;1481;2255;11279;0;0;0;0;3792;149;583;0;;
11.05.2023 17:00;;3197;1572;1471;1417;1065;1955;0;1760;2653;11893;0;0;0;0;4410;138;624;0;;
11.05.2023 18:00;;2457;1271;1390;1426;972;1401;0;1319;1525;9304;0;0;0;0;3045;38;403;0;;
11.05.2023 19:00;;1968;904;651;1170;1163;821;0;1289;1737;7735;0;0;0;0;2643;43;278;0;;
11.05.2023 20:00;;1419;796;500;930;871;648;0;864;512;5121;0;0;0;0;1546;37;168;0;;
11.05.2023 21:00;;1085;374;326;434;308;452;0;552;1175;3621;0;0;0;0;1365;0;144;0;;
11.05.2023 22:00;;864;344;346;191;577;472;0;388;1031;3349;0;0;0;0;1023;2;115;0;;
11.05.2023 23:00;;851;204;76;186;468;646;0;368;495;2443;0;0;0;0;865;0;57;0;;
12.05.2023 00:00;;384;54;65;35;224;208;0;64;297;947;0;0;0;0;358;0;31;0;;
12.05.2023 01:00;;141;102;24;25;14;129;0;40;26;360;0;0;0;0;98;0;5;0;;
12.05.2023 02:00;;111;53;3;29;6;209;0;11;24;335;0;0;0;0;75;4;6;0;;
12.05.2023 03:00;;115;69;11;83;18;20;0;4;24;229;0;0;0;0;48;0;7;0;;
12.05.2023 04:00;;176;24;56;63;49;164;0;35;133;524;0;0;0;0;164;0;11;0;;
12.05.2023 05:00;;438;140;109;170;95;387;0;209;199;1309;0;0;0;0;421;0;60;0;;
12.05.2023 06:00;;1417;700;447;494;980;786;0;582;699;4688;0;0;0;0;1420;3;189;0;;
12.05.2023 07:00;;2268;993;686;888;724;1712;0;965;1486;7454;0;0;0;0;2270;15;345;0;;
12.05.2023 08:00;;2510;1322;1141;949;665;1612;0;782;1273;7744;0;0;0;0;2301;25;308;0;;
12.05.2023 09:00;;1879;1086;810;1100;802;1151;0;553;1510;7012;0;0;0;0;2289;52;227;0;;
12.05.2023 10:00;;1893;1102;421;1062;1328;1189;0;646;1418;7166;0;0;0;0;2031;102;219;0;;
12.05.2023 11:00;;2087;1684;1016;1123;704;1213;0;1094;1422;8256;0;0;0;0;2360;130;242;0;;
12.05.2023 12:00;;2259;1536;1059;973;1287;1389;0;1198;992;8434;0;0;0;0;2800;110;355;0;;
12.05.2023 13:00;;2796;1682;1287;1849;1427;1455;0;1371;1875;10946;0;0;0;0;3667;53;400;0;;
12.05.2023 14:00;;2995;2008;1684;1956;1344;2117;0;1530;2198;12837;0;0;0;0;3872;85;400;0;;
12.05.2023 15:00;;3207;1721;2345;1148;1345;1588;0;2315;2160;12622;0;0;0;0;3964;106;393;0;;
12.05.2023 16:00;;3183;1743;1783;1734;1207;2136;0;2016;2640;13259;0;0;0;0;4277;79;464;0;;
12.05.2023 17:00;;3427;2146;2033;1387;1231;2375;0;2313;3168;14653;0;0;0;0;4618;125;526;0;;
12.05.2023 18:00;;2613;1554;2014;1196;1421;1471;0;1125;2445;11226;0;0;0;0;3719;100;489;0;;
12.05.2023 19:00;;2419;1492;1088;883;1566;1207;0;1328;2605;10169;0;0;0;0;3177;51;397;0;;
12.05.2023 20:00;;1705;973;919;539;1075;715;0;1191;1620;7032;0;0;0;0;2309;17;243;0;;
12.05.2023 21:00;;1754;937;702;1196;815;923;0;1191;1031;6795;0;0;0;0;1922;4;184;0;;
12.05.2023 22:00;;1531;383;620;279;974;627;0;751;1370;5004;0;0;0;0;1943;14;174;0;;
12.05.2023 23:00;;863;319;558;405;791;610;0;250;224;3157;0;0;0;0;970;11;97;0;;
13.05.2023 00:00;;608;134;197;75;479;599;0;179;77;1740;0;0;0;0;672;17;80;0;;
13.05.2023 01:00;;377;164;32;116;142;368;0;125;72;1019;0;0;0;0;418;11;47;0;;
13.05.2023 02:00;;152;101;39;94;83;86;0;100;95;598;0;0;0;0;205;7;22;0;;
13.05.2023 03:00;;122;44;36;117;63;32;0;12;24;328;0;0;0;0;154;0;7;0;;
13.05.2023 04:00;;287;65;29;6;136;278;0;180;92;786;0;0;0;0;314;0;25;0;;
13.05.2023 05:00;;526;211;122;126;204;443;0;242;274;1622;0;0;0;0;518;3;40;0;;
13.05.2023 06:00;;818;507;392;557;566;429;0;344;227;3022;0;0;0;0;940;7;77;0;;
13.05.2023 07:00;;1226;687;444;738;432;797;0;306;1049;4453;0;0;0;0;1234;8;130;0;;
13.05.2023 08:00;;1470;1161;929;1027;405;1250;0;313;1031;6116;0;0;0;0;1834;20;211;0;;
13.05.2023 09:00;;2368;1816;768;1621;1237;1215;0;1105;2308;10070;0;0;0;0;3031;64;300;0;;
13.05.2023 10:00;;3063;2311;1359;1820;1132;1752;0;1455;2478;12307;0;0;0;0;3579;122;380;0;;
13.05.2023 11:00;;3000;2131;1241;2414;795;1567;0;1410;2508;12066;0;0;0;0;3821;124;512;0;;
13.05.2023 12:00;;2795;1720;1118;1429;1030;1319;0;1589;1020;9225;0;0;0;0;3414;133;362;0;;
13.05.2023 13:00;;3080;1853;1537;1197;1510;1035;0;1147;1590;9869;0;0;0;0;3716;160;460;0;;
13.05.2023 14:00;;2651;1535;883;1191;675;1349;0;1120;1945;8698;0;0;0;0;3702;146;400;0;;
13.05.2023 15:00;;2509;1642;1566;875;881;1027;0;1547;1254;8792;0;0;0;0;3564;200;437;0;;
13.05.2023 16:00;;2761;1798;1486;924;1145;1462;0;1663;1715;10193;0;0;0;0;4044;148;465;0;;
13.05.2023 17:00;;2566;1587;1544;1061;896;1452;0;976;2035;9551;0;0;0;0;3950;112;409;0;;
13.05.2023 18:00;;2962;1804;2456;1727;2151;1573;0;935;1974;12620;0;0;0;0;4530;72;385;0;;
13.05.2023 19:00;;2434;1582;917;540;1443;1274;0;1423;1769;8948;0;0;0;0;3561;19;359;0;;
13.05.2023 20:00;;1978;1274;925;1060;1493;652;0;1574;1261;8239;0;0;0;0;3154;24;254;0;;
13.05.2023 21:00;;1138;824;236;979;578;667;0;976;625;4885;0;0;0;0;1870;13;178;0;;
13.05.2023 22:00;;1374;591;249;424;922;515;0;598;1487;4786;0;0;0;0;2058;12;173;0;;
13.05.2023 23:00;;941;560;441;348;540;600;0;388;417;3294;0;0;0;0;1536;8;138;0;;
14.05.2023 00:00;;829;302;212;696;230;830;0;131;122;2523;0;0;0;0;1028;2;61;0;;
14.05.2023 01:00;;243;66;38;50;128;144;0;162;56;644;0;0;0;0;348;2;13;0;;
14.05.2023 02:00;;238;73;98;61;174;140;0;109;87;742;0;0;0;0;327;0;17;0;;
14.05.2023 03:00;;158;45;58;106;99;51;0;40;99;498;0;0;0;0;228;9;25;0;;
14.05.2023 04:00;;282;66;40;24;133;249;0;142;156;810;0;0;0;0;396;0;7;0;;
14.05.2023 05:00;;385;159;84;172;175;291;0;343;65;1289;0;0;0;0;485;4;13;0;;
14.05.2023 06:00;;726;300;279;285;442;623;0;243;147;2319;0;0;0;0;622;2;71;0;;
14.05.2023 07:00;;801;450;80;186;375;719;0;101;511;2422;0;0;0;0;644;14;95;0;;
14.05.2023 08:00;;1293;899;453;574;770;745;0;222;601;4264;0;0;0;0;1263;38;127;0;;
14.05.2023 09:00;;1528;981;418;843;733;799;0;292;1071;5137;0;0;0;0;1754;106;267;0;;
14.05.2023 10:00;;2096;1574;694;1132;965;1483;0;653;1461;7962;0;0;0;0;2470;87;321;0;;
14.05.2023 11:00;;2361;1669;882;835;578;1714;0;804;1899;8381;0;0;0;0;2918;73;481;0;;
14.05.2023 12:00;;2392;1868;1217;1435;968;1592;0;1314;1270;9664;0;0;0;0;3178;141;472;0;;
14.05.2023 13:00;;2470;1878;1605;1294;1421;1188;0;922;1600;9908;0;0;0;0;3056;103;516;0;;
14.05.2023 14:00;;2403;1943;1382;1219;805;1866;0;958;1936;10109;0;0;0;0;3115;108;500;0;;
14.05.2023 15:00;;2528;1686;1333;1338;1617;2112;0;1884;1400;11370;0;0;0;0;3468;82;591;0;;
14.05.2023 16:00;;2587;1924;1113;2014;1347;1883;0;1367;1489;11137;0;0;0;0;3273;102;561;0;;
14.05.2023 17:00;;2256;1640;1206;1550;811;1673;0;1976;2169;11025;0;0;0;0;3398;107;504;0;;
14.05.2023 18:00;;2733;2066;2029;1410;1389;1678;0;1851;1866;12289;0;0;0;0;3813;42;610;0;;
14.05.2023 19:00;;2027;1296;968;795;908;1527;0;1615;1374;8483;0;0;0;0;2692;20;503;0;;
14.05.2023 20:00;;2095;1322;583;1254;901;391;0;1453;1749;7653;0;0;0;0;2477;14;347;0;;
14.05.2023 21:00;;1338;565;131;581;843;650;0;1527;696;4993;0;0;0;0;1691;9;275;0;;
14.05.2023 22:00;;525;275;95;109;475;399;0;359;260;1972;0;0;0;0;726;0;122;0;;
14.05.2023 23:00;;543;300;268;59;284;245;0;100;483;1739;0;0;0;0;584;2;78;0;;
15.05.2023 00:00;;140;60;39;55;109;100;0;29;3;395;0;0;0;0;115;4;19;0;;
15.05.2023 01:00;;49;19;7;10;5;21;0;23;8;93;0;0;0;0;44;6;14;0;;
15.05.2023 02:00;;61;27;10;12;4;26;0;2;7;88;0;0;0;0;21;0;5;0;;
15.05.2023 03:00;;54;22;11;10;0;12;0;9;49;113;0;0;0;0;33;0;7;0;;
15.05.2023 04:00;;114;24;45;43;20;72;0;17;66;287;0;0;0;0;57;0;11;0;;
15.05.2023 05:00;;386;117;102;181;71;203;0;126;209;1009;0;0;0;0;297;0;47;0;;
15.05.2023 06:00;;920;322;109;390;637;288;0;568;275;2589;0;0;0;0;876;0;150;0;;
15.05.2023 07:00;;1757;569;411;844;995;318;0;600;687;4424;0;0;0;0;1467;2;321;0;;
15.05.2023 08:00;;1667;616;510;495;817;960;0;792;545;4735;0;0;0;0;1704;15;270;0;;
15.05.2023 09:00;;1105;729;480;348;435;355;0;224;913;3484;0;0;0;0;1243;7;161;0;;
15.05.2023 10:00;;1049;661;266;443;476;724;0;334;674;3578;0;0;0;0;1205;3;135;0;;
15.05.2023 11:00;;1172;688;592;595;437;393;0;261;838;3804;0;0;0;0;1377;18;185;0;;
15.05.2023 12:00;;1256;661;492;565;486;666;0;648;439;3957;0;0;0;0;1425;33;255;0;;
15.05.2023 13:00;;1157;847;783;275;525;514;0;321;466;3731;0;0;0;0;1468;12;307;0;;
15.05.2023 14:00;;1311;1021;648;457;362;704;0;509;829;4530;0;0;0;0;1581;37;215;0;;
15.05.2023 15:00;;1533;774;890;346;446;524;0;681;975;4636;0;0;0;0;1825;103;243;0;;
15.05.2023 16:00;;1726;742;848;620;853;741;0;796;1111;5711;0;0;0;0;2220;30;299;0;;
15.05.2023 17:00;;1823;899;616;767;725;679;0;804;1367;5857;0;0;0;0;2352;59;400;0;;
15.05.2023 18:00;;1441;1030;1061;469;691;486;0;144;1159;5040;0;0;0;0;2091;20;280;0;;
15.05.2023 19:00;;1058;553;279;204;730;272;0;724;865;3627;0;0;0;0;1328;5;184;0;;
15.05.2023 20:00;;870;534;389;275;421;345;0;618;466;3048;0;0;0;0;948;20;141;0;;
15.05.2023 21:00;;706;339;427;305;246;239;0;597;469;2622;0;0;0;0;785;2;115;0;;
15.05.2023 22:00;;314;123;120;89;245;106;0;207;213;1103;0;0;0;0;473;0;52;0;;
15.05.2023 23:00;;345;127;70;148;220;168;0;109;181;1023;0;0;0;0;323;0;43;0;;
16.05.2023 00:00;;125;71;41;19;59;85;0;48;40;363;0;0;0;0;123;0;27;0;;
16.05.2023 01:00;;117;61;15;5;14;38;0;6;94;233;0;0;0;0;71;0;4;0;;
16.05.2023 02:00;;49;30;6;8;4;51;0;5;19;123;0;0;0;0;36;0;1;0;;
16.05.2023 03:00;;45;22;14;9;1;15;0;8;36;105;0;0;0;0;29;0;3;0;;
16.05.2023 04:00;;112;33;16;37;16;96;0;18;62;278;0;0;0;0;90;0;12;0;;
16.05.2023 05:00;;420;128;120;188;33;249;0;121;160;999;0;0;0;0;294;0;45;0;;
16.05.2023 06:00;;1288;623;355;376;710;580;0;553;422;3619;0;0;0;0;1079;9;236;0;;
16.05.2023 07:00;;2228;744;820;1012;313;740;0;992;1468;6089;0;0;0;0;2026;15;426;0;;
16.05.2023 08:00;;2098;892;861;720;871;1478;0;686;691;6199;0;0;0;0;2001;8;329;0;;
16.05.2023 09:00;;1436;611;385;582;882;581;0;517;1278;4836;0;0;0;0;1885;44;252;0;;
16.05.2023 10:00;;1225;937;328;410;652;1080;0;341;1026;4774;0;0;0;0;1835;87;178;0;;
16.05.2023 11:00;;1197;734;455;616;315;589;0;322;1030;4061;0;0;0;0;1415;97;252;0;;
16.05.2023 12:00;;1516;1061;674;681;595;755;0;603;708;5077;0;0;0;0;1686;62;258;0;;
16.05.2023 13:00;;1280;838;715;624;761;566;0;548;801;4853;0;0;0;0;1944;77;206;0;;
16.05.2023 14:00;;1517;1009;713;842;1212;1269;0;426;1067;6538;0;0;0;0;1875;78;189;0;;
16.05.2023 15:00;;1655;937;1004;671;585;1002;0;614;1171;5984;0;0;0;0;2052;63;213;0;;
16.05.2023 16:00;;2509;1015;1290;764;1073;1064;0;845;1263;7314;0;0;0;0;2917;43;386;0;;
16.05.2023 17:00;;2357;1043;1169;1207;438;994;0;875;1759;7485;0;0;0;0;2652;46;459;0;;
16.05.2023 18:00;;1924;777;1059;902;961;1018;0;496;1479;6692;0;0;0;0;2463;67;352;0;;
16.05.2023 19:00;;1186;521;385;230;763;497;0;707;1083;4186;0;0;0;0;1545;14;226;0;;
16.05.2023 20:00;;977;600;235;155;631;353;0;626;869;3469;0;0;0;0;1191;8;183;0;;
16.05.2023 21:00;;814;334;222;369;246;306;0;575;717;2769;0;0;0;0;915;4;131;0;;
16.05.2023 22:00;;543;209;37;233;212;318;0;204;449;1662;0;0;0;0;623;6;77;0;;
16.05.2023 23:00;;358;158;26;92;252;181;0;52;198;959;0;0;0;0;320;0;82;0;;
17.05.2023 00:00;;187;49;20;40;83;79;0;56;166;493;0;0;0;0;189;0;27;0;;
17.05.2023 01:00;;86;41;14;53;11;92;0;5;20;236;0;0;0;0;75;2;26;0;;
17.05.2023 02:00;;93;37;2;37;12;104;0;13;28;233;0;0;0;0;63;0;12;0;;
17.05.2023 03:00;;85;32;3;12;2;10;0;20;92;171;0;0;0;0;34;0;6;0;;
17.05.2023 04:00;;148;38;41;29;24;124;0;15;52;323;0;0;0;0;89;0;6;0;;
17.05.2023 05:00;;510;150;73;237;54;389;0;138;247;1288;0;0;0;0;426;4;44;0;;
17.05.2023 06:00;;1720;696;658;733;982;744;0;599;870;5282;0;0;0;0;1545;12;295;0;;
17.05.2023 07:00;;2532;922;873;1230;535;978;0;744;1615;6897;0;0;0;0;2238;20;474;0;;
17.05.2023 08:00;;2660;1115;1155;767;1299;1704;0;747;1048;7835;0;0;0;0;2350;22;440;0;;
17.05.2023 09:00;;1877;1057;744;1009;919;748;0;308;1643;6428;0;0;0;0;2134;29;302;0;;
17.05.2023 10:00;;1843;1058;724;1050;1220;1599;0;666;1513;7830;0;0;0;0;2076;60;239;0;;
17.05.2023 11:00;;1890;1245;911;1006;709;890;0;829;1636;7226;0;0;0;0;2148;79;286;0;;
17.05.2023 12:00;;1907;1244;776;1276;983;1003;0;1149;882;7313;0;0;0;0;2408;49;344;0;;
17.05.2023 13:00;;2170;1431;1095;1365;1393;1079;0;1223;1277;8863;0;0;0;0;2795;69;374;0;;
17.05.2023 14:00;;2314;1583;1237;1153;1028;1699;0;423;1771;8894;0;0;0;0;3185;138;375;0;;
17.05.2023 15:00;;2759;1674;1670;901;1461;1579;0;1326;2164;10775;0;0;0;0;3791;86;413;0;;
17.05.2023 16:00;;3393;1635;1798;1257;1889;2326;0;1070;2013;11988;0;0;0;0;4366;112;592;0;;
17.05.2023 17:00;;3203;1787;2144;1335;1094;1913;0;1707;2628;12608;0;0;0;0;4090;94;561;0;;
17.05.2023 18:00;;2748;1549;1518;2515;1349;1368;0;247;1871;10417;0;0;0;0;3311;93;444;0;;
17.05.2023 19:00;;3567;2337;1929;758;2328;1161;0;2031;2583;13127;0;0;0;0;4021;90;479;0;;
17.05.2023 20:00;;2014;1587;936;1061;1251;1080;0;1079;936;7930;0;0;0;0;2270;77;280;0;;
17.05.2023 21:00;;1652;700;469;852;405;803;0;1344;1657;6230;0;0;0;0;2149;45;262;0;;
17.05.2023 22:00;;1031;385;234;488;631;385;0;863;600;3586;0;0;0;0;1208;0;101;0;;
17.05.2023 23:00;;1000;337;188;290;340;783;0;205;813;2956;0;0;0;0;1096;6;133;0;;
18.05.2023 00:00;;633;223;215;266;178;320;0;141;307;1650;0;0;0;0;594;0;49;0;;
18.05.2023 01:00;;196;63;26;34;97;131;0;26;88;465;0;0;0;0;185;0;21;0;;
18.05.2023 02:00;;222;47;17;4;89;251;0;63;67;538;0;0;0;0;191;4;24;0;;
18.05.2023 03:00;;144;47;53;43;62;19;0;75;150;449;0;0;0;0;180;2;15;0;;
18.05.2023 04:00;;287;53;87;23;100;313;0;81;195;852;0;0;0;0;332;0;19;0;;
18.05.2023 05:00;;671;240;157;147;370;460;0;287;301;1962;0;0;0;0;680;2;70;0;;
18.05.2023 06:00;;1220;609;711;926;720;619;0;323;412;4320;0;0;0;0;1069;18;154;0;;
18.05.2023 07:00;;1286;933;533;673;437;1185;0;389;1260;5410;0;0;0;0;1298;21;196;0;;
18.05.2023 08:00;;1609;1303;720;572;737;1341;0;343;1121;6137;0;0;0;0;1772;48;251;0;;
18.05.2023 09:00;;2131;1644;924;908;1362;1244;0;456;2057;8595;0;0;0;0;2342;67;363;0;;
18.05.2023 10:00;;2602;1977;1394;1252;1265;1609;0;966;2299;10762;0;0;0;0;2982;57;481;0;;
18.05.2023 11:00;;2317;1546;1085;1232;797;1471;0;873;1790;8794;0;0;0;0;2685;113;506;0;;
18.05.2023 12:00;;2242;1715;1371;719;1103;1373;0;1199;785;8265;0;0;0;0;2592;138;449;0;;
18.05.2023 13:00;;2227;1509;1154;1494;1142;801;0;771;1404;8275;0;0;0;0;2674;127;489;0;;
