date,hour,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2023-01-01,0,9.4,6.3,81.0,0.0,0.0,230.0,3.6,9.0,1020.5,0.0,3.0
2023-01-01,1,8.9,6.2,83.0,0.0,0.0,340.0,4.0,8.0,1020.6,0.0,2.0
2023-01-01,2,13.1,7.1,67.0,0.0,0.0,220.0,3.2,9.0,1019.7,0.0,2.0
2023-01-01,3,13.2,7.2,67.0,0.0,0.0,190.0,9.7,23.0,1019.7,0.0,2.0
2023-01-01,4,13.9,7.2,64.0,0.0,0.0,190.0,12.2,26.0,1020.2,0.0,2.0
2023-01-01,5,13.0,6.8,66.0,0.0,0.0,200.0,8.6,26.0,1020.3,0.0,2.0
2023-01-01,6,11.9,6.6,70.0,0.0,0.0,190.0,6.8,13.0,1021.1,0.0,2.0
2023-01-01,7,10.8,6.2,73.0,0.0,0.0,170.0,9.4,15.0,1021.5,0.0,2.0
2023-01-01,8,11.2,6.3,72.0,0.0,0.0,170.0,7.9,16.0,1021.7,18.0,2.0
2023-01-01,9,9.4,6.1,80.0,0.0,0.0,120.0,4.7,11.0,1022.8,22.0,2.0
2023-01-01,10,11.6,7.1,74.0,0.0,0.0,130.0,6.1,11.0,1022.4,56.0,2.0
2023-01-01,11,14.6,6.7,59.0,0.0,0.0,160.0,6.8,11.0,1021.9,60.0,2.0
2023-01-01,12,16.1,6.8,54.0,0.0,0.0,140.0,5.4,9.0,1020.9,60.0,2.0
2023-01-01,13,16.9,6.4,50.0,0.0,0.0,140.0,4.7,15.0,1020.2,60.0,2.0
2023-01-01,14,17.0,6.2,49.0,0.0,0.0,170.0,4.0,11.0,1019.9,60.0,2.0
2023-01-01,15,15.7,7.5,58.0,0.0,0.0,150.0,7.2,15.0,1020.0,60.0,2.0
2023-01-01,16,13.0,7.9,71.0,0.0,0.0,120.0,4.0,5.0,1020.4,18.0,2.0
2023-01-01,17,13.0,7.2,68.0,0.0,0.0,130.0,4.0,8.0,1020.1,0.0,2.0
2023-01-01,18,11.4,6.3,71.0,0.0,0.0,180.0,5.4,9.0,1020.0,0.0,2.0
2023-01-01,19,7.6,4.9,83.0,0.0,0.0,170.0,2.9,5.0,1020.8,0.0,2.0
2023-01-01,20,10.8,6.0,72.0,0.0,0.0,160.0,5.4,11.0,1020.1,0.0,2.0
2023-01-01,21,10.0,5.6,74.0,0.0,0.0,170.0,9.7,15.0,1019.6,0.0,2.0
2023-01-01,22,11.7,5.6,66.0,0.0,0.0,210.0,6.5,13.0,1019.5,0.0,2.0
2023-01-01,23,9.5,5.1,74.0,0.0,0.0,230.0,5.0,9.0,1019.8,0.0,2.0
2023-01-02,0,8.8,5.0,77.0,0.0,0.0,30.0,4.0,8.0,1019.3,0.0,2.0
2023-01-02,1,8.3,4.7,78.0,0.0,0.0,130.0,2.9,8.0,1018.9,0.0,2.0
2023-01-02,2,7.8,4.9,82.0,0.0,0.0,320.0,2.5,5.0,1019.2,0.0,2.0
2023-01-02,3,8.5,4.5,76.0,0.0,0.0,210.0,3.6,8.0,1018.7,0.0,2.0
2023-01-02,4,9.2,4.6,73.0,0.0,0.0,100.0,4.3,11.0,1018.5,0.0,2.0
2023-01-02,5,10.2,4.6,68.0,0.0,0.0,190.0,2.9,5.0,1018.2,0.0,2.0
2023-01-02,6,7.3,3.9,79.0,0.0,0.0,110.0,4.7,8.0,1018.8,0.0,3.0
2023-01-02,7,6.8,3.9,82.0,0.0,0.0,80.0,5.8,10.0,1019.2,0.0,3.0
2023-01-02,8,11.6,4.3,61.0,0.0,0.0,100.0,4.0,8.0,1019.0,19.0,3.0
2023-01-02,9,12.5,4.5,58.0,0.0,0.0,220.0,4.0,9.0,1019.4,3.0,3.0
2023-01-02,10,13.4,4.0,53.0,0.0,0.0,150.0,4.3,15.0,1019.7,11.0,3.0
2023-01-02,11,14.3,4.6,52.0,0.0,0.0,210.0,10.1,26.0,1020.0,37.0,3.0
2023-01-02,12,14.9,4.0,48.0,0.0,0.0,210.0,7.9,17.0,1019.9,46.0,3.0
2023-01-02,13,15.7,4.1,46.0,0.0,0.0,200.0,8.3,17.0,1019.7,25.0,3.0
2023-01-02,14,15.4,4.1,47.0,0.0,0.0,220.0,11.2,24.0,1020.1,9.0,3.0
2023-01-02,15,14.8,4.2,49.0,0.0,0.0,220.0,14.8,32.0,1021.1,0.0,3.0
2023-01-02,16,13.4,5.1,57.0,0.0,0.0,240.0,19.1,36.0,1022.3,0.0,3.0
2023-01-02,17,12.3,6.6,68.0,0.0,0.0,220.0,20.9,50.0,1023.0,0.0,4.0
2023-01-02,18,11.5,7.2,75.0,0.0,0.0,220.0,20.2,38.0,1024.1,0.0,7.0
2023-01-02,19,11.0,8.0,82.0,0.0,0.0,240.0,20.9,37.0,1024.9,0.0,7.0
2023-01-02,20,9.9,6.1,77.0,0.2,0.0,270.0,22.7,38.0,1025.8,0.0,7.0
2023-01-02,21,9.2,5.4,77.0,0.0,0.0,270.0,16.9,26.0,1026.9,0.0,7.0
2023-01-02,22,8.7,5.3,79.0,0.0,0.0,270.0,12.6,22.0,1027.8,0.0,4.0
2023-01-02,23,7.9,5.2,83.0,0.0,0.0,260.0,9.4,15.0,1028.6,0.0,4.0
2023-01-03,0,7.7,4.8,82.0,0.0,0.0,240.0,4.3,11.0,1028.7,0.0,4.0
2023-01-03,1,6.8,5.0,88.0,0.0,0.0,220.0,5.4,11.0,1029.1,0.0,4.0
2023-01-03,2,6.8,4.5,85.0,0.0,0.0,240.0,3.6,9.0,1029.2,0.0,4.0
2023-01-03,3,6.1,4.6,90.0,0.0,0.0,330.0,2.5,5.0,1029.6,0.0,4.0
2023-01-03,4,5.6,4.2,91.0,0.0,0.0,270.0,6.1,9.0,1029.5,0.0,4.0
2023-01-03,5,4.6,3.6,93.0,0.0,0.0,270.0,7.6,10.0,1030.1,0.0,4.0
2023-01-03,6,5.0,3.8,92.0,0.0,0.0,260.0,7.2,11.0,1030.2,0.0,4.0
2023-01-03,7,3.6,2.3,91.0,0.0,0.0,260.0,4.0,8.0,1030.9,0.0,4.0
2023-01-03,8,4.2,3.3,94.0,0.0,0.0,190.0,2.9,8.0,1031.3,0.0,3.0
2023-01-03,9,5.3,3.9,91.0,0.0,0.0,310.0,4.7,7.0,1031.4,22.0,3.0
2023-01-03,10,6.5,3.8,83.0,0.0,0.0,50.0,2.9,5.0,1031.7,4.0,3.0
2023-01-03,11,7.5,4.4,81.0,0.0,0.0,100.0,2.5,4.0,1031.4,60.0,3.0
2023-01-03,12,9.8,4.0,67.0,0.0,0.0,100.0,2.5,5.0,1030.4,60.0,3.0
2023-01-03,13,10.0,4.2,67.0,0.0,0.0,150.0,4.0,11.0,1030.1,60.0,3.0
2023-01-03,14,10.0,3.3,63.0,0.0,0.0,150.0,6.1,13.0,1029.9,51.0,3.0
2023-01-03,15,9.3,2.6,63.0,0.0,0.0,160.0,5.4,11.0,1030.2,58.0,3.0
2023-01-03,16,8.4,3.0,69.0,0.0,0.0,210.0,6.1,13.0,1030.4,32.0,2.0
2023-01-03,17,5.2,2.4,82.0,0.0,0.0,190.0,4.0,8.0,1031.4,0.0,2.0
2023-01-03,18,3.2,0.9,85.0,0.0,0.0,260.0,3.2,8.0,1032.1,0.0,2.0
2023-01-03,19,2.7,0.3,84.0,0.0,0.0,260.0,2.9,5.0,1032.2,0.0,2.0
2023-01-03,20,2.6,1.7,94.0,0.0,0.0,260.0,5.4,11.0,1032.4,0.0,2.0
2023-01-03,21,1.8,0.3,90.0,0.0,0.0,190.0,1.8,5.0,1032.4,0.0,2.0
2023-01-03,22,4.0,2.2,88.0,0.0,0.0,250.0,2.5,5.0,1031.7,0.0,2.0
2023-01-03,23,0.8,0.4,97.0,0.0,0.0,80.0,3.2,8.0,1032.3,0.0,2.0
2023-01-04,0,0.8,0.5,98.0,0.0,0.0,130.0,5.8,11.0,1031.9,0.0,2.0
2023-01-04,1,2.6,1.3,91.0,0.0,0.0,130.0,5.8,9.0,1030.8,0.0,2.0
2023-01-04,2,0.4,-0.2,96.0,0.0,0.0,120.0,2.5,8.0,1031.2,0.0,2.0
2023-01-04,3,2.9,1.4,90.0,0.0,0.0,100.0,2.5,8.0,1030.4,0.0,2.0
2023-01-04,4,-0.6,-1.2,96.0,0.0,0.0,80.0,3.2,8.0,1030.5,0.0,2.0
2023-01-04,5,2.7,1.2,90.0,0.0,0.0,190.0,5.0,13.0,1029.6,0.0,2.0
2023-01-04,6,2.4,1.2,92.0,0.0,0.0,170.0,4.7,9.0,1029.3,0.0,3.0
2023-01-04,7,3.6,2.0,89.0,0.0,0.0,160.0,4.0,9.0,1028.8,0.0,4.0
2023-01-04,8,5.8,2.6,80.0,0.1,0.0,120.0,5.0,11.0,1028.2,0.0,4.0
2023-01-04,9,6.2,2.6,78.0,1.3,0.0,170.0,9.7,18.0,1027.4,0.0,4.0
2023-01-04,10,7.2,2.3,71.0,0.0,0.0,150.0,6.8,22.0,1027.3,0.0,7.0
2023-01-04,11,7.6,2.5,70.0,0.0,0.0,190.0,13.3,28.0,1026.5,0.0,7.0
2023-01-04,12,8.6,3.2,69.0,0.0,0.0,190.0,12.2,27.0,1025.8,0.0,4.0
2023-01-04,13,9.0,4.0,71.0,0.0,0.0,200.0,11.9,26.0,1025.5,0.0,4.0
2023-01-04,14,9.5,4.7,72.0,0.0,0.0,190.0,12.6,25.0,1024.6,0.0,4.0
2023-01-04,15,9.8,4.8,71.0,0.0,0.0,210.0,15.5,35.0,1024.1,0.0,4.0
2023-01-04,16,9.4,5.0,74.0,0.0,0.0,210.0,15.1,33.0,1023.8,0.0,7.0
2023-01-04,17,9.6,5.2,74.0,0.0,0.0,200.0,15.5,37.0,1023.4,0.0,7.0
2023-01-04,18,10.2,5.4,72.0,0.0,0.0,210.0,19.1,41.0,1022.9,0.0,7.0
2023-01-04,19,10.1,5.9,75.0,0.0,0.0,220.0,26.6,51.0,1022.7,0.0,7.0
2023-01-04,20,9.8,6.3,79.0,0.0,0.0,220.0,25.9,46.0,1023.1,0.0,7.0
2023-01-04,21,9.6,7.0,84.0,0.0,0.0,220.0,25.6,48.0,1023.4,0.0,7.0
2023-01-04,22,9.4,7.2,86.0,0.0,0.0,200.0,18.0,36.0,1023.4,0.0,7.0
2023-01-04,23,9.6,7.0,84.0,0.0,0.0,200.0,17.6,37.0,1022.6,0.0,7.0
2023-01-05,0,10.2,6.9,80.0,0.0,0.0,200.0,19.4,41.0,1022.0,0.0,7.0
2023-01-05,1,10.4,6.9,79.0,0.0,0.0,210.0,19.1,40.0,1021.4,0.0,7.0
2023-01-05,2,10.3,7.2,81.0,0.0,0.0,210.0,19.1,41.0,1021.4,0.0,4.0
2023-01-05,3,10.2,7.4,83.0,0.0,0.0,210.0,17.3,39.0,1021.0,0.0,7.0
2023-01-05,4,10.4,7.6,83.0,0.0,0.0,210.0,14.8,30.0,1020.9,0.0,7.0
2023-01-05,5,10.4,7.8,84.0,0.0,0.0,210.0,13.3,33.0,1020.8,0.0,7.0
2023-01-05,6,9.9,8.2,89.0,0.0,0.0,220.0,16.9,29.0,1021.3,0.0,7.0
2023-01-05,7,9.6,8.5,93.0,0.2,0.0,240.0,11.2,26.0,1022.4,0.0,7.0
2023-01-05,8,9.6,7.9,89.0,0.0,0.0,270.0,18.0,39.0,1023.0,0.0,7.0
2023-01-05,9,10.1,7.2,82.0,0.0,0.0,250.0,14.0,35.0,1023.6,0.0,7.0
2023-01-05,10,10.3,5.7,73.0,0.0,0.0,260.0,28.8,54.0,1024.2,0.0,7.0
2023-01-05,11,10.6,5.4,70.0,0.0,0.0,260.0,31.3,50.0,1024.2,5.0,7.0
2023-01-05,12,10.9,5.0,67.0,0.0,0.0,250.0,22.7,45.0,1024.0,0.0,7.0
2023-01-05,13,10.8,4.9,67.0,0.0,0.0,250.0,22.7,38.0,1024.1,0.0,7.0
2023-01-05,14,10.8,4.9,67.0,0.0,0.0,250.0,23.0,41.0,1024.3,0.0,7.0
2023-01-05,15,10.6,4.7,67.0,0.0,0.0,250.0,19.8,35.0,1024.7,0.0,7.0
2023-01-05,16,10.1,5.5,73.0,0.0,0.0,250.0,11.2,20.0,1024.8,0.0,7.0
2023-01-05,17,9.8,5.6,75.0,0.0,0.0,220.0,7.2,14.0,1025.1,0.0,7.0
2023-01-05,18,9.8,5.8,76.0,0.0,0.0,230.0,10.4,17.0,1024.8,0.0,7.0
2023-01-05,19,10.1,6.2,77.0,0.0,0.0,220.0,9.4,18.0,1024.5,0.0,4.0
2023-01-05,20,10.2,6.7,79.0,0.0,0.0,220.0,5.8,22.0,1024.5,0.0,4.0
2023-01-05,21,10.1,7.5,84.0,0.0,0.0,210.0,8.6,21.0,1024.5,0.0,3.0
2023-01-05,22,10.1,7.2,82.0,0.0,0.0,220.0,8.3,17.0,1024.2,0.0,4.0
2023-01-05,23,10.1,7.0,81.0,0.0,0.0,230.0,11.5,24.0,1024.0,0.0,4.0
2023-01-06,0,8.7,7.0,89.0,0.0,0.0,240.0,11.5,22.0,1023.8,0.0,3.0
2023-01-06,1,9.2,7.1,87.0,0.0,0.0,150.0,3.2,5.0,1023.3,0.0,3.0
2023-01-06,2,7.8,6.4,91.0,0.0,0.0,270.0,5.0,9.0,1023.4,0.0,3.0
2023-01-06,3,7.9,6.8,93.0,0.0,0.0,280.0,2.9,5.0,1023.0,0.0,3.0
2023-01-06,4,7.4,6.0,91.0,0.0,0.0,320.0,2.5,8.0,1022.9,0.0,3.0
2023-01-06,5,8.5,6.3,86.0,0.0,0.0,220.0,4.0,9.0,1022.3,0.0,3.0
2023-01-06,6,8.4,6.2,86.0,0.0,0.0,240.0,4.7,8.0,1022.2,0.0,3.0
2023-01-06,7,8.2,6.0,86.0,0.0,0.0,210.0,9.0,21.0,1022.8,0.0,3.0
2023-01-06,8,8.9,6.7,86.0,0.0,0.0,210.0,12.2,22.0,1022.9,4.0,3.0
2023-01-06,9,9.5,7.8,89.0,0.0,0.0,220.0,11.9,25.0,1023.3,4.0,3.0
2023-01-06,10,9.4,8.2,92.0,0.0,0.0,260.0,9.0,21.0,1023.8,0.0,3.0
2023-01-06,11,10.1,7.5,84.0,0.0,0.0,200.0,6.8,15.0,1023.0,6.0,3.0
2023-01-06,12,10.4,5.8,73.0,0.0,0.0,210.0,17.3,39.0,1022.7,12.0,3.0
2023-01-06,13,10.5,6.3,75.0,0.0,0.0,220.0,14.0,30.0,1022.3,0.0,3.0
2023-01-06,14,10.4,6.5,77.0,0.0,0.0,210.0,9.0,18.0,1022.2,0.0,3.0
2023-01-06,15,10.3,6.3,76.0,0.0,0.0,190.0,8.3,20.0,1022.4,0.0,3.0
2023-01-06,16,9.4,6.3,81.0,0.0,0.0,220.0,6.5,11.0,1022.9,0.0,3.0
2023-01-06,17,8.8,6.8,87.0,0.0,0.0,30.0,5.8,11.0,1023.2,0.0,3.0
2023-01-06,18,9.2,6.5,83.0,0.0,0.0,170.0,2.9,5.0,1022.8,0.0,4.0
2023-01-06,19,8.3,5.9,85.0,0.0,0.0,220.0,4.0,9.0,1023.3,0.0,3.0
2023-01-06,20,8.6,6.0,84.0,0.0,0.0,140.0,3.2,9.0,1023.2,0.0,3.0
2023-01-06,21,9.1,5.8,80.0,0.0,0.0,230.0,9.0,18.0,1023.3,0.0,3.0
2023-01-06,22,8.8,5.7,81.0,0.0,0.0,220.0,9.4,15.0,1023.1,0.0,4.0
2023-01-06,23,8.4,5.3,81.0,0.0,0.0,230.0,4.7,9.0,1023.0,0.0,4.0
2023-01-07,0,8.5,5.6,82.0,0.0,0.0,190.0,4.0,5.0,1022.7,0.0,3.0
2023-01-07,1,8.0,5.6,85.0,0.0,0.0,210.0,2.9,5.0,1022.3,0.0,3.0
2023-01-07,2,8.4,5.1,80.0,0.0,0.0,190.0,4.0,8.0,1021.9,0.0,3.0
2023-01-07,3,8.3,4.9,79.0,0.0,0.0,160.0,3.2,9.0,1021.4,0.0,3.0
2023-01-07,4,8.3,4.5,77.0,0.0,0.0,160.0,6.1,13.0,1020.7,0.0,3.0
2023-01-07,5,8.0,4.4,78.0,0.0,0.0,140.0,6.5,13.0,1020.2,0.0,3.0
2023-01-07,6,7.7,4.5,80.0,0.0,0.0,150.0,5.0,11.0,1019.7,0.0,3.0
2023-01-07,7,7.7,3.7,76.0,0.0,0.0,170.0,7.6,13.0,1019.3,0.0,2.0
2023-01-07,8,7.7,3.5,75.0,0.0,0.0,210.0,5.0,13.0,1018.9,0.0,2.0
2023-01-07,9,7.8,4.6,80.0,0.0,0.0,140.0,5.4,9.0,1018.5,0.0,2.0
2023-01-07,10,8.5,3.9,73.0,0.0,0.0,170.0,7.2,13.0,1018.3,0.0,2.0
2023-01-07,11,9.5,4.3,70.0,0.0,0.0,180.0,11.5,21.0,1017.3,47.0,2.0
2023-01-07,12,9.8,4.2,68.0,0.0,0.0,150.0,13.7,23.0,1016.2,60.0,2.0
2023-01-07,13,9.9,3.8,66.0,0.0,0.0,150.0,14.8,24.0,1015.0,60.0,2.0
2023-01-07,14,10.1,4.0,66.0,0.0,0.0,140.0,12.2,21.0,1014.3,60.0,2.0
2023-01-07,15,10.0,4.2,67.0,0.0,0.0,150.0,9.7,17.0,1014.2,58.0,2.0
2023-01-07,16,9.0,3.8,70.0,0.0,0.0,160.0,7.2,13.0,1014.3,23.0,2.0
2023-01-07,17,7.1,3.3,77.0,0.0,0.0,180.0,8.3,15.0,1014.6,0.0,2.0
2023-01-07,18,6.2,3.2,81.0,0.0,0.0,160.0,5.8,9.0,1014.3,0.0,2.0
2023-01-07,19,5.2,3.0,86.0,0.0,0.0,160.0,3.2,9.0,1014.5,0.0,2.0
2023-01-07,20,5.3,2.5,82.0,0.0,0.0,180.0,3.2,8.0,1014.2,0.0,2.0
2023-01-07,21,5.3,2.3,81.0,0.0,0.0,160.0,4.3,9.0,1013.8,0.0,2.0
2023-01-07,22,5.1,2.1,81.0,0.0,0.0,200.0,4.7,9.0,1013.6,0.0,2.0
2023-01-07,23,4.6,1.6,81.0,0.0,0.0,190.0,3.2,10.0,1013.4,0.0,2.0
2023-01-08,0,2.1,1.1,93.0,0.0,0.0,50.0,2.9,9.0,1013.3,0.0,2.0
2023-01-08,1,1.5,0.6,94.0,0.0,0.0,40.0,2.9,8.0,1012.5,0.0,2.0
2023-01-08,2,1.5,0.9,96.0,0.0,0.0,30.0,2.9,8.0,1012.5,0.0,2.0
2023-01-08,3,1.5,1.2,98.0,0.0,0.0,40.0,2.9,8.0,1011.6,0.0,2.0
2023-01-08,4,2.5,1.5,93.0,0.0,0.0,330.0,1.8,4.0,1010.6,0.0,3.0
2023-01-08,5,6.2,2.6,78.0,0.0,0.0,120.0,3.2,13.0,1009.9,0.0,3.0
2023-01-08,6,8.1,4.1,76.0,0.0,0.0,220.0,23.8,44.0,1009.7,0.0,3.0
2023-01-08,7,8.0,4.9,81.0,0.6,0.0,220.0,17.6,39.0,1009.4,0.0,7.0
2023-01-08,8,7.6,5.2,85.0,0.7,0.0,190.0,19.4,38.0,1009.5,0.0,7.0
2023-01-08,9,7.7,5.3,85.0,0.8,0.0,190.0,15.8,31.0,1009.2,0.0,7.0
2023-01-08,10,8.0,5.3,83.0,0.1,0.0,190.0,14.8,30.0,1009.0,0.0,7.0
2023-01-08,11,8.6,5.0,78.0,0.0,0.0,190.0,11.9,27.0,1008.5,0.0,7.0
2023-01-08,12,9.3,5.3,76.0,0.0,0.0,190.0,12.2,28.0,1007.7,0.0,7.0
2023-01-08,13,9.4,5.0,74.0,0.0,0.0,190.0,9.4,26.0,1007.2,0.0,7.0
2023-01-08,14,9.5,5.1,74.0,0.0,0.0,180.0,11.2,24.0,1006.4,0.0,7.0
2023-01-08,15,9.6,4.8,72.0,0.0,0.0,170.0,8.3,17.0,1006.0,7.0,7.0
2023-01-08,16,8.7,4.9,77.0,0.0,0.0,170.0,5.4,15.0,1005.2,0.0,7.0
2023-01-08,17,8.0,4.9,81.0,0.0,0.0,130.0,5.4,13.0,1004.6,0.0,7.0
2023-01-08,18,7.5,5.0,84.0,0.0,0.0,140.0,5.0,10.0,1003.9,0.0,7.0
2023-01-08,19,7.0,4.7,85.0,0.0,0.0,100.0,4.3,8.0,1003.4,0.0,7.0
2023-01-08,20,7.3,4.9,85.0,0.0,0.0,130.0,4.0,9.0,1002.4,0.0,7.0
2023-01-08,21,7.1,5.6,90.0,0.7,0.0,200.0,5.0,11.0,1001.9,0.0,7.0
2023-01-08,22,6.4,5.8,96.0,0.2,0.0,110.0,5.4,11.0,1001.2,0.0,7.0
2023-01-08,23,6.7,6.0,95.0,0.9,0.0,130.0,6.5,17.0,1000.7,0.0,7.0
2023-01-09,0,6.9,5.4,90.0,0.0,0.0,150.0,13.0,24.0,999.9,0.0,7.0
2023-01-09,1,7.1,5.2,88.0,0.2,0.0,170.0,7.6,21.0,999.9,0.0,7.0
2023-01-09,2,7.1,5.6,90.0,0.7,0.0,210.0,5.8,17.0,999.7,0.0,7.0
2023-01-09,3,7.0,5.6,91.0,0.1,0.0,210.0,7.9,18.0,1000.0,0.0,7.0
2023-01-09,4,6.6,5.1,90.0,0.9,0.0,210.0,11.9,29.0,1000.7,0.0,7.0
2023-01-09,5,5.8,3.1,83.0,0.2,0.0,240.0,22.0,55.0,1002.7,0.0,7.0
2023-01-09,6,5.0,2.4,83.0,0.0,0.0,220.0,18.7,38.0,1004.2,0.0,7.0
2023-01-09,7,4.4,1.9,84.0,0.0,0.0,200.0,11.9,31.0,1004.8,0.0,7.0
2023-01-09,8,4.8,2.0,82.0,0.0,0.0,190.0,10.1,21.0,1005.3,0.0,7.0
2023-01-09,9,5.2,1.5,77.0,0.0,0.0,190.0,12.2,28.0,1005.1,33.0,3.0
2023-01-09,10,6.2,2.1,75.0,0.0,0.0,190.0,14.0,30.0,1005.2,59.0,7.0
2023-01-09,11,7.0,2.7,74.0,0.0,0.0,200.0,14.8,31.0,1004.9,21.0,17.0
2023-01-09,12,7.2,2.5,72.0,0.0,0.0,200.0,13.0,28.0,1004.5,7.0,17.0
2023-01-09,13,7.7,2.8,71.0,0.0,0.0,200.0,13.0,28.0,1004.4,3.0,17.0
2023-01-09,14,6.7,3.0,77.0,0.3,0.0,230.0,18.0,38.0,1005.0,4.0,17.0
2023-01-09,15,5.8,2.4,79.0,0.0,0.0,230.0,18.4,36.0,1005.9,3.0,17.0
2023-01-09,16,5.8,2.1,77.0,0.0,0.0,210.0,9.7,24.0,1007.0,0.0,17.0
2023-01-09,17,5.0,1.7,79.0,0.0,0.0,200.0,12.2,26.0,1008.3,0.0,17.0
2023-01-09,18,4.5,1.7,82.0,0.0,0.0,210.0,13.7,32.0,1008.9,0.0,17.0
2023-01-09,19,4.2,1.9,85.0,0.0,0.0,190.0,11.5,24.0,1010.0,0.0,17.0
2023-01-09,20,4.0,2.2,88.0,0.1,0.0,220.0,13.0,22.0,1011.2,0.0,7.0
2023-01-09,21,3.9,2.1,88.0,0.1,0.0,220.0,10.8,21.0,1011.9,0.0,7.0
2023-01-09,22,4.1,2.3,88.0,0.0,0.0,210.0,8.3,18.0,1012.4,0.0,7.0
2023-01-09,23,4.3,2.3,87.0,0.0,0.0,190.0,6.5,13.0,1013.5,0.0,7.0
2023-01-10,0,4.0,2.4,89.0,0.3,0.0,220.0,10.4,22.0,1014.4,0.0,7.0
2023-01-10,1,3.7,2.5,92.0,0.5,0.0,220.0,10.4,19.0,1015.6,0.0,7.0
2023-01-10,2,3.5,2.3,92.0,0.2,0.0,230.0,11.9,25.0,1016.8,0.0,7.0
2023-01-10,3,3.7,2.5,92.0,0.3,0.0,230.0,14.8,26.0,1017.8,0.0,7.0
2023-01-10,4,4.1,2.0,86.0,0.1,0.0,270.0,25.2,44.0,1019.2,0.0,7.0
2023-01-10,5,3.3,1.8,90.0,0.0,0.0,240.0,15.1,30.0,1020.3,0.0,7.0
2023-01-10,6,3.4,1.6,88.0,0.0,0.0,230.0,14.4,25.0,1021.5,0.0,7.0
2023-01-10,7,3.5,0.9,83.0,0.0,0.0,250.0,16.9,30.0,1022.5,0.0,7.0
2023-01-10,8,3.7,1.1,83.0,0.0,0.0,220.0,10.1,18.0,1023.3,0.0,7.0
2023-01-10,9,4.1,1.0,80.0,0.0,0.0,210.0,7.9,17.0,1024.1,0.0,3.0
2023-01-10,10,4.2,1.4,82.0,0.0,0.0,200.0,10.8,22.0,1024.9,0.0,3.0
2023-01-10,11,4.8,1.3,78.0,0.0,0.0,200.0,12.6,27.0,1024.8,0.0,3.0
2023-01-10,12,5.6,1.7,76.0,0.0,0.0,200.0,14.4,30.0,1024.6,6.0,3.0
2023-01-10,13,5.8,0.9,71.0,0.0,0.0,210.0,16.2,33.0,1024.1,42.0,3.0
2023-01-10,14,6.4,-0.1,63.0,0.0,0.0,210.0,13.7,28.0,1023.9,29.0,3.0
2023-01-10,15,5.7,0.3,68.0,0.0,0.0,210.0,12.6,31.0,1023.9,40.0,3.0
2023-01-10,16,4.8,0.2,72.0,0.0,0.0,190.0,10.8,27.0,1023.2,0.0,3.0
2023-01-10,17,4.2,-0.4,72.0,0.0,0.0,180.0,7.9,15.0,1023.1,0.0,3.0
2023-01-10,18,4.1,-0.5,72.0,0.0,0.0,160.0,8.3,14.0,1022.7,0.0,3.0
2023-01-10,19,3.9,-0.3,74.0,0.0,0.0,170.0,6.1,12.0,1022.3,0.0,3.0
2023-01-10,20,4.1,-0.1,74.0,0.0,0.0,170.0,6.1,11.0,1021.7,0.0,4.0
2023-01-10,21,4.5,-0.1,72.0,0.0,0.0,160.0,7.9,13.0,1021.4,0.0,4.0
2023-01-10,22,4.3,0.1,74.0,0.0,0.0,150.0,8.3,14.0,1020.9,0.0,7.0
2023-01-10,23,4.1,1.3,82.0,0.0,0.0,130.0,7.6,11.0,1020.5,0.0,7.0
2023-01-11,0,6.2,0.7,68.0,0.0,0.0,150.0,7.9,18.0,1019.4,0.0,7.0
2023-01-11,1,6.7,2.0,72.0,0.0,0.0,190.0,9.0,21.0,1018.9,0.0,4.0
2023-01-11,2,6.8,2.9,76.0,0.0,0.0,190.0,12.2,24.0,1018.9,0.0,4.0
2023-01-11,3,6.8,3.4,79.0,0.0,0.0,190.0,10.4,20.0,1017.9,0.0,4.0
2023-01-11,4,6.9,3.9,81.0,0.0,0.0,180.0,7.2,15.0,1017.9,0.0,7.0
2023-01-11,5,7.3,4.3,81.0,0.0,0.0,180.0,11.2,22.0,1017.3,0.0,4.0
2023-01-11,6,6.9,4.4,84.0,0.0,0.0,160.0,8.6,18.0,1016.9,0.0,4.0
2023-01-11,7,7.8,5.1,83.0,0.0,0.0,130.0,9.0,16.0,1016.3,0.0,4.0
2023-01-11,8,8.2,5.1,81.0,0.0,0.0,140.0,7.6,17.0,1015.9,0.0,4.0
2023-01-11,9,8.8,5.5,80.0,0.0,0.0,180.0,10.4,21.0,1016.2,0.0,4.0
2023-01-11,10,9.9,5.9,76.0,0.0,0.0,150.0,10.4,23.0,1015.8,0.0,7.0
2023-01-11,11,10.5,6.3,75.0,0.0,0.0,180.0,12.2,24.0,1015.6,0.0,7.0
2023-01-11,12,10.7,6.8,77.0,0.0,0.0,190.0,13.3,28.0,1015.1,0.0,7.0
2023-01-11,13,10.2,7.3,82.0,0.0,0.0,200.0,12.6,27.0,1014.9,0.0,7.0
2023-01-11,14,9.8,7.9,88.0,0.1,0.0,210.0,13.3,28.0,1015.4,0.0,7.0
2023-01-11,15,9.4,7.8,90.0,0.2,0.0,230.0,13.7,24.0,1016.4,0.0,7.0
2023-01-11,16,8.3,5.9,85.0,0.0,0.0,240.0,17.3,31.0,1017.7,0.0,7.0
2023-01-11,17,7.8,4.9,82.0,0.0,0.0,240.0,13.3,22.0,1019.1,0.0,7.0
